Model,Balanced_Accuracy,F1_Macro,Standard_Accuracy,Training_Date,Dataset_Size,Features_Used,Class_0_Recall,Class_1_Recall,Class_2_Recall,Class_3_Recall,Class_4_Recall
Stacking Ensemble (Ridge),0.46701629402963957,0.4539059679774378,0.5815217391304348,2025-12-20,919,40,0.7560975609756098,0.4339622641509434,0.45454545454545453,0.5238095238095238,0.16666666666666666
